"Item Code","Colour Code","Item Description","Enriched Description",image_1,image_2,image_3,image_4,image_5,image_6,image_7,image_8,image_9,image_10,image_11,image_12,image_13,image_14,image_15,image_16,image_17,image_18,image_19,image_20,image_21,image_22,image_23
M6010550A,97T,"Organic Cotton Vintage Logo Embroidered Top","Whatever your style the Organic Cotton Vintage Logo Embroidered Long Sleeved Top is an absolute must-have this season. Such a versatile option, you'll be able to wear this as a classic layering item under a range of items or create a star look with this long sleeve top as the hero. Slim fit – designed to fit closer to the body for a more tailored look, Long-sleeved, Ribbed crew neckline, Embroidered logo, Side seam logo tab.",https://image1.superdry.com/static/images/products/upload9223368955666044607.jpg,https://image1.superdry.com/static/images/products/zoom/upload9223368955666044606.jpg,https://image1.superdry.com/static/images/products/zoom/upload9223368955666044602.jpg,https://image1.superdry.com/static/images/products/zoom/upload9223368955666044604.jpg,https://image1.superdry.com/static/images/products/zoom/upload9223368955666044605.jpg,https://image1.superdry.com/static/images/products/M6010550A_97T_D9.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M6010550A,ZUC,"Organic Cotton Vintage Logo Embroidered Top","Whatever your style the Organic Cotton Vintage Logo Embroidered Long Sleeved Top is an absolute must-have this season. Such a versatile option, you'll be able to wear this as a classic layering item under a range of items or create a star look with this long sleeve top as the hero. Slim fit – designed to fit closer to the body for a more tailored look, Long-sleeved, Ribbed crew neckline, Embroidered logo, Side seam logo tab.",https://image1.superdry.com/static/images/products/upload9223368955666196149.jpg,https://image1.superdry.com/static/images/products/zoom/upload9223368955666196148.jpg,https://image1.superdry.com/static/images/products/zoom/upload9223368955666196144.jpg,https://image1.superdry.com/static/images/products/zoom/upload9223368955666196142.jpg,https://image1.superdry.com/static/images/products/zoom/upload9223368955666196145.jpg,https://image1.superdry.com/static/images/products/zoom/upload9223368955666196146.jpg,https://image1.superdry.com/static/images/products/M6010550A_ZUC_D9.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
W7010796A,7NJ,"Organic Cotton High Rise Skinny Denim Jeans","How did we survive before denim? It's been a wardrobe staple for generations and it looks set to continue. And our high-rise skinny jeans are here to make sure it stays that way. Designed with a flattering high rise and skinny leg cut, how you style these jeans is entirely up to you, which is why denim is so inclusive and so long-lived. Skinny Fit. Fitting where they touch, as that’s what they’re designed to do. With a hint of stretch just to make sure, they’re cut to cling close, right from your seat through the thigh and down to a narrow ankle – the ultimate rock star look., Classic five-pocket design, Button fastening with zip fly, Comfort stretch, Branded hardware, Waist logo patch, Coin pocket logo.",https://image1.superdry.com/static/images/products/upload9223368955666215866.jpg,https://image1.superdry.com/static/images/products/zoom/upload9223368955666215865.jpg,https://image1.superdry.com/static/images/products/zoom/upload9223368955666215859.jpg,https://image1.superdry.com/static/images/products/zoom/upload9223368955666215862.jpg,https://image1.superdry.com/static/images/products/zoom/upload9223368955666215861.jpg,https://image1.superdry.com/static/images/products/zoom/upload9223368955666215863.jpg,https://image1.superdry.com/static/images/products/W7010796A_7NJ_D9.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
W7010796A,7UY,"Organic Cotton High Rise Skinny Denim Jeans","How did we survive before denim? It's been a wardrobe staple for generations and it looks set to continue. And our high-rise skinny jeans are here to make sure it stays that way. Designed with a flattering high rise and skinny leg cut, how you style these jeans is entirely up to you, which is why denim is so inclusive and so long-lived. Skinny Fit. Fitting where they touch, as that’s what they’re designed to do. With a hint of stretch just to make sure, they’re cut to cling close, right from your seat through the thigh and down to a narrow ankle – the ultimate rock star look., Classic five-pocket design, Button fastening with zip fly, Comfort stretch, Branded hardware, Waist logo patch, Coin pocket logo.",https://image1.superdry.com/static/images/products/upload9223368955666205516.jpg,https://image1.superdry.com/static/images/products/zoom/upload9223368955666205515.jpg,https://image1.superdry.com/static/images/products/zoom/upload9223368955666205510.jpg,https://image1.superdry.com/static/images/products/zoom/upload9223368955666205508.jpg,https://image1.superdry.com/static/images/products/zoom/upload9223368955666205512.jpg,https://image1.superdry.com/static/images/products/zoom/upload9223368955666205511.jpg,https://image1.superdry.com/static/images/products/zoom/upload9223368955666205513.jpg,https://image1.superdry.com/static/images/products/W7010796A_7UY_D9.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
W7010798A,7UD,"Organic Cotton Vintage Mid Rise Skinny Jeans","The salt-of-the-earth spirit of Americana inspires our Vintage range. Denim has been a functional fashion staple since the first workers came to the west, and we've taken it a step further with these Mid Rise Skinny jeans and their contemporary fit. It's a chic way to channel old-school cool and an effortless essential for any casual wardrobe. Skinny Fit. Fitting where they touch, as that’s what they’re designed to do. With a hint of stretch just to make sure, they’re cut to cling close, right from your seat through the thigh and down to a narrow ankle – the ultimate rock star look., Mid-rise, Button fastening with zip fly, Belt hoops, Two side pockets, Coin pocket, Two back pockets, Signature Superdry badge.",https://image1.superdry.com/static/images/products/upload9223368955666174097.jpg,https://image1.superdry.com/static/images/products/zoom/upload9223368955666174096.jpg,https://image1.superdry.com/static/images/products/zoom/upload9223368955666174090.jpg,https://image1.superdry.com/static/images/products/zoom/upload9223368955666174093.jpg,https://image1.superdry.com/static/images/products/zoom/upload9223368955666174092.jpg,https://image1.superdry.com/static/images/products/zoom/upload9223368955666174094.jpg,https://image1.superdry.com/static/images/products/W7010798A_7UD_D9.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
W7010798A,7UY,"Organic Cotton Vintage Mid Rise Skinny Jeans","The salt-of-the-earth spirit of Americana inspires our Vintage range. Denim has been a functional fashion staple since the first workers came to the west, and we've taken it a step further with these Mid Rise Skinny jeans and their contemporary fit. It's a chic way to channel old-school cool and an effortless essential for any casual wardrobe. Skinny Fit. Fitting where they touch, as that’s what they’re designed to do. With a hint of stretch just to make sure, they’re cut to cling close, right from your seat through the thigh and down to a narrow ankle – the ultimate rock star look., Mid-rise, Button fastening with zip fly, Belt hoops, Two side pockets, Coin pocket, Two back pockets, Signature Superdry badge.",https://image1.superdry.com/static/images/products/upload9223368955666205428.jpg,https://image1.superdry.com/static/images/products/zoom/upload9223368955666205427.jpg,https://image1.superdry.com/static/images/products/zoom/upload9223368955666205422.jpg,https://image1.superdry.com/static/images/products/zoom/upload9223368955666205420.jpg,https://image1.superdry.com/static/images/products/zoom/upload9223368955666205424.jpg,https://image1.superdry.com/static/images/products/zoom/upload9223368955666205423.jpg,https://image1.superdry.com/static/images/products/zoom/upload9223368955666205425.jpg,https://image1.superdry.com/static/images/products/W7010798A_7UY_D9.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
W7010797A,7UD,"Organic Cotton Mid Rise Slim Flare Jeans","The denim staple of the season, the Mid Rise Slim Flare jeans. This bold flare design is here to keep your style in swing, making every outfit a statement. Paired with your favourite boots, get ready to be transported to the 70s and rock that vintage vibe! Slim Fit. With enough room to move, these slim-fit jeans are cut for a sleek silhouette that sits close to the body and kick out from the knee, yet are still easy to wear., Organic Cotton, Button fastening with zip fly, Belt loops, Classic five-pocket design, Signature logo patch, Signature logo tab.",https://image1.superdry.com/static/images/products/upload9223368955666108943.jpg,https://image1.superdry.com/static/images/products/zoom/upload9223368955666108942.jpg,https://image1.superdry.com/static/images/products/zoom/upload9223368955666108939.jpg,https://image1.superdry.com/static/images/products/zoom/upload9223368955666108938.jpg,https://image1.superdry.com/static/images/products/zoom/upload9223368955666108936.jpg,https://image1.superdry.com/static/images/products/zoom/upload9223368955666108940.jpg,https://image1.superdry.com/static/images/products/W7010797A_7UD_D9.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
W7010797A,Q8Q,"Organic Cotton Mid Rise Slim Flare Jeans","The denim staple of the season, the Mid Rise Slim Flare jeans. This bold flare design is here to keep your style in swing, making every outfit a statement. Paired with your favourite boots, get ready to be transported to the 70s and rock that vintage vibe! Slim Fit. With enough room to move, these slim-fit jeans are cut for a sleek silhouette that sits close to the body and kick out from the knee, yet are still easy to wear., Organic Cotton, Button fastening with zip fly, Belt loops, Classic five-pocket design, Signature logo patch, Signature logo tab.",https://image1.superdry.com/static/images/products/upload9223368955666100152.jpg,https://image1.superdry.com/static/images/products/zoom/upload9223368955666100151.jpg,https://image1.superdry.com/static/images/products/zoom/upload9223368955666100145.jpg,https://image1.superdry.com/static/images/products/zoom/upload9223368955666100147.jpg,https://image1.superdry.com/static/images/products/zoom/upload9223368955666100148.jpg,https://image1.superdry.com/static/images/products/zoom/upload9223368955666100149.jpg,https://image1.superdry.com/static/images/products/W7010797A_Q8Q_D9.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M7010890A,6AE,"Vintage Skinny Jeans","Tried and true, denim is a classic staple of the vintage aesthetic. Having begun as the fabric of choice for the workers who built the west, it's now an iconic style in its own right and makes a great casual day-to-day option. Whether you're rocking out at home or on an adventure, you can count on our skinny jeans. Skinny Fit. Fitting where they touch, as that’s what they’re designed to do. With a hint of stretch just to make sure, they’re cut to cling close, right from your seat through the thigh and down to a narrow ankle – the ultimate rock star look., Belt hoops, Button and zip fastening, Two front pockets, Coin pocket, Two back pockets, Distressed design, Vintage Superdry patch, Signature Superdry tab.",https://image1.superdry.com/static/images/products/upload9223368955666220963.jpg,https://image1.superdry.com/static/images/products/zoom/upload9223368955666220962.jpg,https://image1.superdry.com/static/images/products/zoom/upload9223368955666220959.jpg,https://image1.superdry.com/static/images/products/zoom/upload9223368955666220958.jpg,https://image1.superdry.com/static/images/products/zoom/upload9223368955666220957.jpg,https://image1.superdry.com/static/images/products/zoom/upload9223368955666220955.jpg,https://image1.superdry.com/static/images/products/zoom/upload9223368955666220960.jpg,https://image1.superdry.com/static/images/products/M7010890A_6AE_D9.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M7010890A,6DN,"Vintage Skinny Jeans","Tried and true, denim is a classic staple of the vintage aesthetic. Having begun as the fabric of choice for the workers who built the west, it's now an iconic style in its own right and makes a great casual day-to-day option. Whether you're rocking out at home or on an adventure, you can count on our skinny jeans. Skinny Fit. Fitting where they touch, as that’s what they’re designed to do. With a hint of stretch just to make sure, they’re cut to cling close, right from your seat through the thigh and down to a narrow ankle – the ultimate rock star look., Belt hoops, Button and zip fastening, Two front pockets, Coin pocket, Two back pockets, Distressed design, Vintage Superdry patch, Signature Superdry tab.",https://image1.superdry.com/static/images/products/upload9223368955666207673.jpg,https://image1.superdry.com/static/images/products/zoom/upload9223368955666207672.jpg,https://image1.superdry.com/static/images/products/zoom/upload9223368955666207669.jpg,https://image1.superdry.com/static/images/products/zoom/upload9223368955666207668.jpg,https://image1.superdry.com/static/images/products/zoom/upload9223368955666207666.jpg,https://image1.superdry.com/static/images/products/zoom/upload9223368955666207670.jpg,https://image1.superdry.com/static/images/products/M7010890A_6DN_D9.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
